student_id,amount,course,ts,date,hour,order_id,n_items_in_order,list_price,price_ratio,discount
279,6490.0,Аналитика старт,2026-08-09 09:48:26,2026-08-09,9,965ba76bc271,1,8950.0,0.7251396648044692,0.27486033519553077
207,6490.0,Алгоритмы старт,2026-08-09 10:15:38,2026-08-09,10,29d930425fa9,1,8950.0,0.7251396648044692,0.27486033519553077
457,6490.0,Алгоритмы старт,2026-08-09 10:16:31,2026-08-09,10,5a1d4df442be,1,8950.0,0.7251396648044692,0.27486033519553077
389,4950.0,Алгоритмы старт,2026-08-09 10:18:12,2026-08-09,10,6ffab49879ac,2,8950.0,0.553072625698324,0.44692737430167595
389,4950.0,ML старт,2026-08-09 10:18:12,2026-08-09,10,6ffab49879ac,2,8950.0,0.553072625698324,0.44692737430167595
89,9900.0,Алгоритмы,2026-08-09 10:44:19,2026-08-09,10,dd44d7c0a00d,1,9950.0,0.9949748743718593,0.005025125628140725
232,6490.0,Аналитика старт,2026-08-09 10:47:20,2026-08-09,10,52a30061dd16,1,8950.0,0.7251396648044692,0.27486033519553077
527,4950.0,ML старт,2026-08-09 10:49:47,2026-08-09,10,384fcb47fd75,2,8950.0,0.553072625698324,0.44692737430167595
527,4950.0,Алгоритмы старт,2026-08-09 10:49:47,2026-08-09,10,384fcb47fd75,2,8950.0,0.553072625698324,0.44692737430167595
129,6490.0,Аналитика старт,2026-08-09 10:56:45,2026-08-09,10,14d8e4987ace,1,8950.0,0.7251396648044692,0.27486033519553077
19,4950.0,Алгоритмы старт,2026-08-09 11:01:50,2026-08-09,11,f64219e8cbbf,2,8950.0,0.553072625698324,0.44692737430167595
19,4950.0,Аналитика старт,2026-08-09 11:01:50,2026-08-09,11,f64219e8cbbf,2,8950.0,0.553072625698324,0.44692737430167595
38,6490.0,Аналитика старт,2026-08-09 12:15:31,2026-08-09,12,8621f0fc29c1,1,8950.0,0.7251396648044692,0.27486033519553077
206,4995.0,Backend старт,2026-08-09 13:00:12,2026-08-09,13,77ef04b04f6f,2,8950.0,0.5581005586592179,0.4418994413407821
206,4995.0,Алгоритмы,2026-08-09 13:00:12,2026-08-09,13,77ef04b04f6f,2,9950.0,0.5020100502512563,0.49798994974874367
356,6950.0,Backend старт,2026-08-09 13:48:05,2026-08-09,13,dd647648f2e0,1,8950.0,0.776536312849162,0.22346368715083798
336,4950.0,Алгоритмы старт,2026-08-09 13:48:41,2026-08-09,13,7638efaa86e9,2,8950.0,0.553072625698324,0.44692737430167595
336,4950.0,ML старт,2026-08-09 13:48:41,2026-08-09,13,7638efaa86e9,2,8950.0,0.553072625698324,0.44692737430167595
53,4950.0,ML старт,2026-08-09 13:57:35,2026-08-09,13,e18756c9f7ab,1,8950.0,0.553072625698324,0.44692737430167595
543,4950.0,Алгоритмы старт,2026-08-09 14:01:24,2026-08-09,14,17249db693df,1,8950.0,0.553072625698324,0.44692737430167595
476,4450.0,ML старт,2026-08-09 14:14:07,2026-08-09,14,b01d0cab7bc8,2,8950.0,0.4972067039106145,0.5027932960893855
476,4450.0,Алгоритмы старт,2026-08-09 14:14:07,2026-08-09,14,b01d0cab7bc8,2,8950.0,0.4972067039106145,0.5027932960893855
64,4995.0,Алгоритмы,2026-08-09 14:45:05,2026-08-09,14,65b9a8e09760,1,9950.0,0.5020100502512563,0.49798994974874367
335,4950.0,ML старт,2026-08-09 16:07:42,2026-08-09,16,dbcce1fcd892,2,8950.0,0.553072625698324,0.44692737430167595
335,4950.0,Алгоритмы старт,2026-08-09 16:07:42,2026-08-09,16,dbcce1fcd892,2,8950.0,0.553072625698324,0.44692737430167595
400,6490.0,Алгоритмы старт,2026-08-09 16:12:09,2026-08-09,16,dc1b90c671a4,1,8950.0,0.7251396648044692,0.27486033519553077
58,5463.33,ML старт,2026-08-09 16:12:46,2026-08-09,16,4a381e22b1ff,3,8950.0,0.6104279329608938,0.3895720670391062
58,5463.33,Backend старт,2026-08-09 16:12:46,2026-08-09,16,4a381e22b1ff,3,8950.0,0.6104279329608938,0.3895720670391062
58,5463.34,Алгоритмы старт,2026-08-09 16:12:46,2026-08-09,16,4a381e22b1ff,3,8950.0,0.6104290502793296,0.3895709497206704
435,4950.0,Аналитика старт,2026-08-09 16:13:53,2026-08-09,16,2e4df94aad4b,2,8950.0,0.553072625698324,0.44692737430167595
435,4950.0,Аналитика про,2026-08-09 16:13:53,2026-08-09,16,2e4df94aad4b,2,8950.0,0.553072625698324,0.44692737430167595
365,6490.0,ML старт,2026-08-09 16:15:08,2026-08-09,16,2d45a71d2d6c,1,8950.0,0.7251396648044692,0.27486033519553077
286,6490.0,Аналитика старт,2026-08-09 16:16:39,2026-08-09,16,7eedd05c7926,1,8950.0,0.7251396648044692,0.27486033519553077
96,6490.0,Аналитика старт,2026-08-09 16:21:43,2026-08-09,16,c6da416a8f8c,1,8950.0,0.7251396648044692,0.27486033519553077
321,6490.0,ML старт,2026-08-09 16:24:15,2026-08-09,16,7eb8565c68a2,1,8950.0,0.7251396648044692,0.27486033519553077
550,5463.34,Алгоритмы старт,2026-08-09 16:24:42,2026-08-09,16,c4cd6e9b5656,1,8950.0,0.6104290502793296,0.3895709497206704
577,5463.33,Backend старт,2026-08-09 16:26:30,2026-08-09,16,6a65861be3ce,1,8950.0,0.6104279329608938,0.3895720670391062
176,6490.0,Алгоритмы,2026-08-09 16:29:58,2026-08-09,16,e8d1eedfde4e,1,9950.0,0.6522613065326633,0.34773869346733666
331,4995.0,Алгоритмы старт,2026-08-09 16:31:09,2026-08-09,16,04f8d1d8c6a6,2,8950.0,0.5581005586592179,0.4418994413407821
331,4995.0,Аналитика старт,2026-08-09 16:31:09,2026-08-09,16,04f8d1d8c6a6,2,8950.0,0.5581005586592179,0.4418994413407821
138,6490.0,ML старт,2026-08-09 16:33:22,2026-08-09,16,ef4beb776ebc,1,8950.0,0.7251396648044692,0.27486033519553077
40,6490.0,Аналитика старт,2026-08-09 16:36:02,2026-08-09,16,b229c1631159,1,8950.0,0.7251396648044692,0.27486033519553077
488,19350.0,Алгоритмы,2026-08-09 16:36:09,2026-08-09,16,a57b453ed785,1,9950.0,1.5,0.0
462,500.0,Алгоритмы старт,2026-08-09 16:45:22,2026-08-09,16,63aaec394d46,1,8950.0,0.055865921787709494,0.9441340782122905
329,6490.0,Алгоритмы старт,2026-08-09 16:51:47,2026-08-09,16,7ed049ce1603,1,8950.0,0.7251396648044692,0.27486033519553077
12,6490.0,Backend старт,2026-08-09 16:52:01,2026-08-09,16,30d8fbf4e95b,1,8950.0,0.7251396648044692,0.27486033519553077
371,4950.0,ML старт,2026-08-09 17:17:09,2026-08-09,17,0e33a0889e6a,2,8950.0,0.553072625698324,0.44692737430167595
371,4950.0,Алгоритмы старт,2026-08-09 17:17:09,2026-08-09,17,0e33a0889e6a,2,8950.0,0.553072625698324,0.44692737430167595
380,6490.0,ML старт,2026-08-09 17:19:11,2026-08-09,17,ffcf217808c4,1,8950.0,0.7251396648044692,0.27486033519553077
184,4950.0,Алгоритмы старт,2026-08-09 17:20:07,2026-08-09,17,a72536f064e1,1,8950.0,0.553072625698324,0.44692737430167595
470,4950.0,ML старт,2026-08-09 17:24:05,2026-08-09,17,c2f32a8a55ac,2,8950.0,0.553072625698324,0.44692737430167595
470,4950.0,Алгоритмы,2026-08-09 17:24:05,2026-08-09,17,c2f32a8a55ac,2,9950.0,0.49748743718592964,0.5025125628140703
319,4950.0,ML старт,2026-08-09 17:25:06,2026-08-09,17,738697eceb2d,1,8950.0,0.553072625698324,0.44692737430167595
402,4995.0,ML старт,2026-08-09 17:25:40,2026-08-09,17,0fa6a9bdacce,2,8950.0,0.5581005586592179,0.4418994413407821
402,4995.0,Алгоритмы старт,2026-08-09 17:25:40,2026-08-09,17,0fa6a9bdacce,2,8950.0,0.5581005586592179,0.4418994413407821
563,6490.0,Аналитика старт,2026-08-09 17:28:24,2026-08-09,17,4764a199b372,1,8950.0,0.7251396648044692,0.27486033519553077
597,5990.0,ML старт,2026-08-09 18:00:04,2026-08-09,18,1a5a78d9c3d2,1,8950.0,0.6692737430167598,0.3307262569832402
589,5990.0,Алгоритмы старт,2026-08-09 18:06:31,2026-08-09,18,a3071f247b8e,1,8950.0,0.6692737430167598,0.3307262569832402
65,6490.0,Аналитика старт,2026-08-09 18:45:20,2026-08-09,18,32eed419cb44,1,8950.0,0.7251396648044692,0.27486033519553077
103,6490.0,Аналитика старт,2026-08-09 18:46:42,2026-08-09,18,1c5f5ce0138f,1,8950.0,0.7251396648044692,0.27486033519553077
62,4995.0,Backend старт,2026-08-09 18:47:09,2026-08-09,18,f2b5393cb86d,2,8950.0,0.5581005586592179,0.4418994413407821
62,4995.0,Алгоритмы старт,2026-08-09 18:47:09,2026-08-09,18,f2b5393cb86d,2,8950.0,0.5581005586592179,0.4418994413407821
187,4495.0,Алгоритмы старт,2026-08-09 18:48:05,2026-08-09,18,8e8bcf0ff594,2,8950.0,0.5022346368715084,0.4977653631284916
187,4495.0,Аналитика старт,2026-08-09 18:48:05,2026-08-09,18,8e8bcf0ff594,2,8950.0,0.5022346368715084,0.4977653631284916
369,4495.0,Алгоритмы старт,2026-08-09 18:53:23,2026-08-09,18,6b829620686f,1,8950.0,0.5022346368715084,0.4977653631284916
282,8745.0,ML про,2026-08-09 18:55:57,2026-08-09,18,d71a329e1d58,1,8950.0,0.9770949720670391,0.022905027932960897
323,4995.0,Алгоритмы,2026-08-09 18:56:09,2026-08-09,18,be15c076ccc9,2,9950.0,0.5020100502512563,0.49798994974874367
323,4995.0,Backend старт,2026-08-09 18:56:09,2026-08-09,18,be15c076ccc9,2,8950.0,0.5581005586592179,0.4418994413407821
382,4450.0,ML старт,2026-08-09 18:58:42,2026-08-09,18,8c944e32f8d2,2,8950.0,0.4972067039106145,0.5027932960893855
382,4450.0,Алгоритмы старт,2026-08-09 18:58:42,2026-08-09,18,8c944e32f8d2,2,8950.0,0.4972067039106145,0.5027932960893855
228,6450.0,Data Science,2026-08-09 19:02:28,2026-08-09,19,05f6dffe106b,1,6950.0,0.9280575539568345,0.07194244604316546
84,6490.0,Backend старт,2026-08-09 19:07:32,2026-08-09,19,42285db4cf11,1,8950.0,0.7251396648044692,0.27486033519553077
374,6450.0,Data Science,2026-08-09 19:11:48,2026-08-09,19,3449aeb4cda1,1,6950.0,0.9280575539568345,0.07194244604316546
63,6450.0,Data Engenering,2026-08-09 19:29:08,2026-08-09,19,d84bd0790718,2,6900.0,0.9347826086956522,0.06521739130434778
63,6450.0,Data Science,2026-08-09 19:29:08,2026-08-09,19,d84bd0790718,2,6950.0,0.9280575539568345,0.07194244604316546
433,4950.0,ML старт,2026-08-09 19:40:37,2026-08-09,19,cbb0a360ea70,2,8950.0,0.553072625698324,0.44692737430167595
433,4950.0,Алгоритмы старт,2026-08-09 19:40:37,2026-08-09,19,cbb0a360ea70,2,8950.0,0.553072625698324,0.44692737430167595
439,6490.0,Backend старт,2026-08-09 20:20:29,2026-08-09,20,0b4ff0c8aa33,1,8950.0,0.7251396648044692,0.27486033519553077
223,6490.0,Алгоритмы старт,2026-08-09 20:27:29,2026-08-09,20,50e8dfe8601f,1,8950.0,0.7251396648044692,0.27486033519553077
508,4950.0,Алгоритмы старт,2026-08-09 21:33:27,2026-08-09,21,ac45eedd8f05,2,8950.0,0.553072625698324,0.44692737430167595
508,4950.0,Backend старт,2026-08-09 21:33:27,2026-08-09,21,ac45eedd8f05,2,8950.0,0.553072625698324,0.44692737430167595
478,6450.0,Data Engenering,2026-08-10 00:13:55,2026-08-10,0,6575ba7c7ec0,1,6900.0,0.9347826086956522,0.06521739130434778
57,4950.0,ML старт,2026-08-10 00:14:10,2026-08-10,0,c90f6fea4597,1,8950.0,0.553072625698324,0.44692737430167595
445,4950.0,Аналитика про,2026-08-10 00:36:19,2026-08-10,0,b1d72510fd42,1,8950.0,0.553072625698324,0.44692737430167595
93,6950.0,К ВУЗу,2026-08-10 05:56:12,2026-08-10,5,088073b452bf,1,6950.0,1.0,0.0
186,4950.0,Алгоритмы старт,2026-08-10 06:13:10,2026-08-10,6,6c1b0d10e0f9,1,8950.0,0.553072625698324,0.44692737430167595
544,4995.0,Алгоритмы,2026-08-10 06:26:01,2026-08-10,6,7165fe089167,1,9950.0,0.5020100502512563,0.49798994974874367
83,6490.0,Аналитика старт,2026-08-10 07:52:44,2026-08-10,7,6cdaf65b47bd,1,8950.0,0.7251396648044692,0.27486033519553077
152,6490.0,ML старт,2026-08-10 08:42:13,2026-08-10,8,56c244f99635,1,8950.0,0.7251396648044692,0.27486033519553077
446,6950.0,Data Engenering,2026-08-10 09:02:50,2026-08-10,9,9335ed4af47f,1,6900.0,1.0072463768115942,0.0
106,4950.0,Backend старт,2026-08-10 10:53:02,2026-08-10,10,d059f0dc3426,2,8950.0,0.553072625698324,0.44692737430167595
106,4950.0,Алгоритмы старт,2026-08-10 10:53:02,2026-08-10,10,d059f0dc3426,2,8950.0,0.553072625698324,0.44692737430167595
158,4700.0,Алгоритмы,2026-08-10 12:37:30,2026-08-10,12,3a1c6db16570,2,9950.0,0.4723618090452261,0.5276381909547738
158,4700.0,Backend старт,2026-08-10 12:37:30,2026-08-10,12,3a1c6db16570,2,8950.0,0.5251396648044693,0.4748603351955307
164,8745.0,ML старт,2026-08-10 13:08:15,2026-08-10,13,f87607093221,1,8950.0,0.9770949720670391,0.022905027932960897
500,6490.0,Аналитика старт,2026-08-10 13:21:01,2026-08-10,13,c63c6997320e,1,8950.0,0.7251396648044692,0.27486033519553077
467,6490.0,Аналитика старт,2026-08-10 13:55:50,2026-08-10,13,b7a8de698afc,1,8950.0,0.7251396648044692,0.27486033519553077
217,6950.0,К ВУЗу,2026-08-10 14:24:20,2026-08-10,14,a8f460a4c175,1,6950.0,1.0,0.0
258,6490.0,Алгоритмы,2026-08-10 15:03:03,2026-08-10,15,90ab92b59fd4,1,9950.0,0.6522613065326633,0.34773869346733666
408,6490.0,Аналитика старт,2026-08-10 15:22:41,2026-08-10,15,7c24d3e79f9f,1,8950.0,0.7251396648044692,0.27486033519553077
584,6490.0,Алгоритмы старт,2026-08-10 15:33:39,2026-08-10,15,c80528553626,1,8950.0,0.7251396648044692,0.27486033519553077
519,4950.0,Аналитика про,2026-08-10 16:09:27,2026-08-10,16,c398a246f8b1,3,8950.0,0.553072625698324,0.44692737430167595
519,4950.0,Аналитика старт,2026-08-10 16:09:27,2026-08-10,16,c398a246f8b1,3,8950.0,0.553072625698324,0.44692737430167595
519,4950.0,Алгоритмы старт,2026-08-10 16:09:27,2026-08-10,16,c398a246f8b1,3,8950.0,0.553072625698324,0.44692737430167595
86,4950.0,Алгоритмы старт,2026-08-10 16:16:30,2026-08-10,16,984e0c62a9b7,1,8950.0,0.553072625698324,0.44692737430167595
21,4950.0,Аналитика старт,2026-08-10 16:29:36,2026-08-10,16,cea2fd7d4847,2,8950.0,0.553072625698324,0.44692737430167595
21,4950.0,Алгоритмы старт,2026-08-10 16:29:36,2026-08-10,16,cea2fd7d4847,2,8950.0,0.553072625698324,0.44692737430167595
16,4950.0,ML старт,2026-08-10 16:56:42,2026-08-10,16,53b7732536b4,2,8950.0,0.553072625698324,0.44692737430167595
16,4950.0,Алгоритмы старт,2026-08-10 16:56:42,2026-08-10,16,53b7732536b4,2,8950.0,0.553072625698324,0.44692737430167595
