date,orders,revenue,buyers,avg_check,discount_depth,dow,orders_baseline,orders_ratio,orders_z,orders_uplift_abs,revenue_baseline,revenue_ratio,revenue_z,revenue_uplift_abs,discount_z,spike,deep_discount
2026-08-14,9,76690.0,9,8521.111111111111,0.011452513966480449,4,10.5,0.8571428571428571,-0.3750064454232808,-1.5,90230.0,0.8499390446636373,-0.4629814073255422,-13540.0,-0.5499693884963015,False,False
2026-08-15,5,48345.0,5,9669.0,0.05307262569832405,5,9.0,0.5555555555555556,-0.7048732261196852,-4.0,84130.0,0.5746463806014501,-0.8949242935760435,-35785.0,-0.03458926971674879,False,False
2026-08-16,5,43085.0,5,8617.0,0.022905027932960897,6,9.0,0.5555555555555556,-0.7048732261196852,-4.0,80410.0,0.5358164407412014,-0.9558496958322418,-37325.0,-0.40815338265763274,False,False
2026-08-17,3,33185.0,3,11061.666666666666,0.022905027932960897,0,9.0,0.3333333333333333,-0.9479329592644042,-6.0,76690.0,0.43271612987351676,-1.1176173404631635,-43505.0,-0.40815338265763274,False,False
2026-08-18,6,61110.0,6,10185.0,0.05025125628140703,1,8.0,0.75,-0.492195959618056,-2.0,74750.0,0.8175250836120401,-0.5138399361538857,-13640.0,-0.06952617028492228,False,False
2026-08-19,5,56380.0,5,11276.0,0.07877094972067034,2,8.0,0.625,-0.6289170595119604,-3.0,69960.0,0.8058890794739851,-0.5320971942211725,-13580.0,0.28363201167733626,False,False
2026-08-20,6,52585.0,6,8764.166666666666,0.022905027932960897,3,8.0,0.75,-0.492195959618056,-2.0,67627.5,0.7775682969206315,-0.5765333966846173,-15042.5,-0.40815338265763274,False,False
2026-08-21,3,28145.0,3,9381.666666666666,0.0,4,7.5,0.4,-0.8750150393209885,-4.5,66960.0,0.4203255675029869,-1.137058524233264,-38815.0,-0.6917853943349703,False,False
2026-08-22,26,251150.0,26,9659.615384615385,0.16480446927374304,5,7.5,3.466666666666667,2.479209278076134,18.5,66960.0,3.7507467144563917,4.088477461425247,184190.0,1.3489815189531906,True,False
2026-08-23,39,394495.0,39,10115.25641025641,0.1507537688442211,6,7.5,5.2,4.375075196604943,31.5,66960.0,5.89150238948626,7.447390740787678,327535.0,1.1749922778151738,True,False
2026-08-24,19,184073.0,19,9688.052631578947,0.005586592178770944,0,7.5,2.533333333333333,1.4583583988683142,11.5,66960.0,2.748999402628435,2.516704284545733,117113.0,-0.6226068549014735,True,False
2026-08-25,15,141650.0,15,9443.333333333334,0.12610874177885661,1,7.5,2.0,0.8750150393209886,7.5,66960.0,2.115442054958184,1.522632792338872,74690.0,0.8698139289892898,True,False
2026-08-26,9,84075.0,9,9341.666666666666,0.027932960893854775,2,7.5,1.2,0.0,1.5,66960.0,1.2556003584229392,0.1735140085703973,17115.0,-0.34589269716748516,False,False
2026-08-27,10,137425.0,10,13742.5,0.1655027932960894,3,7.5,1.3333333333333333,0.14583583988683138,2.5,66960.0,2.0523446833930703,1.4236310231435299,70465.0,1.3576288363823776,False,False
2026-08-28,6,60200.0,6,10033.333333333334,0.0,4,7.5,0.8,-0.43750751966049417,-1.5,68900.0,0.8737300435413643,-0.4256525785424169,-8700.0,-0.6917853943349703,False,False
2026-08-29,10,95525.0,10,9552.5,0.16480446927374304,5,6.0,1.6666666666666667,0.5104254396039101,4.0,60655.0,1.5748907756986235,0.6744907594765952,34870.0,1.3489815189531906,False,False
2026-08-30,19,176340.0,19,9281.052631578947,0.05586592178770955,6,7.5,2.533333333333333,1.4583583988683142,11.5,72592.5,2.429176567827255,2.014892153723269,103747.5,0.0,True,False
2026-08-31,19,206188.0,19,10852.0,0.05586592178770955,0,9.5,2.0,0.8750150393209886,9.5,89800.0,2.2960801781737192,1.8060597139184693,116388.0,0.0,True,False
2026-09-01,19,226880.0,19,11941.052631578947,0.16480446927374304,1,10.0,1.9,0.7656381594058649,9.0,116475.0,1.9478858124060958,1.2597317547693094,110405.0,1.3489815189531906,False,False
2026-09-02,23,217280.0,23,9446.95652173913,0.1103351955307263,2,12.5,1.84,0.7000120314567909,10.5,139537.5,1.5571441368807668,0.6466457225652644,77742.5,0.6744907594765953,False,False
2026-09-03,20,180400.0,20,9020.0,0.05586592178770955,3,17.0,1.1764705882352942,-0.02573573645061722,3.0,158995.0,1.134626875058964,-0.016297208310443945,21405.0,0.0,False,False
2026-09-04,26,269585.0,26,10368.653846153846,0.16480446927374304,4,19.0,1.368421052631579,0.18421369248862926,7.0,178370.0,1.5113808375847957,0.5748416603335808,91215.0,1.3489815189531906,False,False
2026-09-05,49,484684.0,48,9891.510204081633,0.05586592178770955,5,19.0,2.5789473684210527,1.5082496072506513,30.0,182236.5,2.6596428267663175,2.37650099429523,302447.5,0.0,True,False
2026-09-06,45,396075.0,45,8801.666666666666,0.1103351955307263,6,19.0,2.3684210526315788,1.2779824916398645,26.0,182236.5,2.173412022289717,1.6135895023199753,213838.5,0.6744907594765953,True,False
2026-09-07,17,173375.0,17,10198.529411764706,0.0,0,19.0,0.8947368421052632,-0.3338873176356403,-2.0,182236.5,0.9513736271273867,-0.30382734317979715,-8861.5,-0.6917853943349703,False,False
2026-09-08,6,64750.0,6,10791.666666666666,0.08100558659217877,1,19.0,0.3157894736842105,-0.9671218855653031,-13.0,178370.0,0.36300947468744743,-1.2269892844432535,-113620.0,0.3113034274507357,False,False
2026-09-09,16,193600.0,16,12100.0,0.13265349091827855,2,19.0,0.8421052631578947,-0.39145409653833696,-3.0,178370.0,1.0853843135056342,-0.09356034293181723,15230.0,0.9508572863591581,False,False
