order_id,student_id,ts,date,hour,n_items,revenue,courses,median_discount,is_repeat
033cb0a4fdfc,518,2026-08-08 12:37:37,2026-08-08,12,1,6490.0,Алгоритмы старт,0.27486033519553077,False
0385231ffba4,54,2026-08-08 12:39:51,2026-08-08,12,1,6490.0,Алгоритмы старт,0.27486033519553077,False
13c6dd70bceb,554,2026-08-08 12:44:01,2026-08-08,12,2,10000.0,ML старт + Алгоритмы старт,0.44134078212290506,False
48cf19cd9b2b,473,2026-08-08 13:57:16,2026-08-08,13,1,10000.0,Алгоритмы,0.0,False
1006ce3304f0,308,2026-08-08 14:05:17,2026-08-08,14,2,9900.0,Backend старт + Алгоритмы старт,0.44692737430167595,False
661a32ecd125,412,2026-08-08 14:06:52,2026-08-08,14,2,9990.0,ML старт + Алгоритмы старт,0.4418994413407821,False
f7402677e25b,7,2026-08-08 14:07:56,2026-08-08,14,1,4950.0,Backend старт,0.44692737430167595,False
795f453d0b2a,370,2026-08-08 14:10:35,2026-08-08,14,1,6490.0,Backend старт,0.27486033519553077,False
c2cfe8727caa,532,2026-08-08 16:22:47,2026-08-08,16,2,9990.0,Аналитика про + Аналитика старт,0.4418994413407821,False
8f93eb0e005e,451,2026-08-08 16:24:46,2026-08-08,16,1,8245.0,Backend про,0.07877094972067034,False
8dfc7d749782,265,2026-08-08 16:25:28,2026-08-08,16,1,5990.0,ML старт,0.3307262569832402,False
4031e944c1c1,8,2026-08-08 16:25:39,2026-08-08,16,2,8990.0,АВ тестам + Алгоритмы,0.4997340812228644,False
88d23c0b723e,33,2026-08-08 16:26:36,2026-08-08,16,2,9990.0,Backend старт + Алгоритмы старт,0.4418994413407821,False
fe195e59bf3e,512,2026-08-08 16:43:12,2026-08-08,16,1,4995.0,Алгоритмы старт,0.4418994413407821,False
409eb16a2f0a,410,2026-08-08 16:51:05,2026-08-08,16,1,6490.0,Backend старт,0.27486033519553077,False
ef3f1e206781,516,2026-08-08 16:59:49,2026-08-08,16,2,9900.0,Алгоритмы старт + Аналитика старт,0.44692737430167595,False
ed615bfc1551,511,2026-08-08 17:29:42,2026-08-08,17,1,4950.0,Аналитика старт,0.44692737430167595,False
738399b6019f,256,2026-08-08 17:54:37,2026-08-08,17,1,5990.0,ML старт,0.3307262569832402,False
cb11286aa4a5,333,2026-08-08 18:25:13,2026-08-08,18,1,6490.0,Аналитика старт,0.27486033519553077,False
a726fceced04,233,2026-08-08 18:51:08,2026-08-08,18,1,6490.0,Аналитика старт,0.27486033519553077,False
e9480bcd4270,427,2026-08-08 19:23:46,2026-08-08,19,2,9900.0,ML старт + Алгоритмы,0.47471996855787313,False
e2e60cbd1a4c,120,2026-08-08 19:28:26,2026-08-08,19,1,6490.0,Аналитика старт,0.27486033519553077,False
cd246bc486b5,469,2026-08-08 19:45:24,2026-08-08,19,1,4950.0,Алгоритмы,0.5025125628140703,False
7c18737f58f8,161,2026-08-08 19:49:42,2026-08-08,19,2,9990.0,Backend старт + Алгоритмы старт,0.4418994413407821,False
b53e3184196d,320,2026-08-08 19:54:31,2026-08-08,19,2,9990.0,Алгоритмы старт + Аналитика старт,0.4418994413407821,False
f41134d43d63,135,2026-08-08 20:00:19,2026-08-08,20,2,9990.0,ML старт + Алгоритмы старт,0.4418994413407821,False
05f8fdef6e0f,73,2026-08-08 20:05:40,2026-08-08,20,1,4995.0,Алгоритмы старт,0.4418994413407821,False
503c2118a6fb,227,2026-08-08 20:08:33,2026-08-08,20,2,9450.0,ML старт + Алгоритмы старт,0.4720670391061452,False
d11f0fdc8200,507,2026-08-08 20:12:46,2026-08-08,20,1,6490.0,ML старт,0.27486033519553077,False
82d828c918ca,421,2026-08-08 20:25:37,2026-08-08,20,2,9990.0,Data Engenering + Алгоритмы,0.3870384531352414,False
9504b82d507b,401,2026-08-08 22:16:55,2026-08-08,22,1,8245.0,Backend про,0.07877094972067034,False
5b48371aaa5c,160,2026-08-09 02:39:44,2026-08-09,2,1,4995.0,Аналитика старт,0.4418994413407821,False
cff157757526,32,2026-08-09 04:36:11,2026-08-09,4,1,6490.0,ML старт,0.27486033519553077,False
92c7ab81b816,415,2026-08-09 04:51:42,2026-08-09,4,1,4995.0,Backend старт,0.4418994413407821,False
9fe4f6752379,167,2026-08-09 09:07:16,2026-08-09,9,2,9900.0,ML старт + Алгоритмы старт,0.44692737430167595,False
4c68b568af1a,262,2026-08-09 09:10:55,2026-08-09,9,1,6490.0,Backend про,0.27486033519553077,False
ab6159160b47,570,2026-08-09 09:24:57,2026-08-09,9,2,9990.0,Алгоритмы старт + Аналитика старт,0.4418994413407821,False
4ad0ac61bd54,520,2026-08-09 09:27:27,2026-08-09,9,1,6490.0,Аналитика старт,0.27486033519553077,False
207678bee3c3,598,2026-08-09 09:43:34,2026-08-09,9,2,9900.0,Backend старт + Алгоритмы,0.47471996855787313,False
965ba76bc271,279,2026-08-09 09:48:26,2026-08-09,9,1,6490.0,Аналитика старт,0.27486033519553077,False
29d930425fa9,207,2026-08-09 10:15:38,2026-08-09,10,1,6490.0,Алгоритмы старт,0.27486033519553077,False
5a1d4df442be,457,2026-08-09 10:16:31,2026-08-09,10,1,6490.0,Алгоритмы старт,0.27486033519553077,False
6ffab49879ac,389,2026-08-09 10:18:12,2026-08-09,10,2,9900.0,ML старт + Алгоритмы старт,0.44692737430167595,False
dd44d7c0a00d,89,2026-08-09 10:44:19,2026-08-09,10,1,9900.0,Алгоритмы,0.005025125628140725,False
52a30061dd16,232,2026-08-09 10:47:20,2026-08-09,10,1,6490.0,Аналитика старт,0.27486033519553077,False
384fcb47fd75,527,2026-08-09 10:49:47,2026-08-09,10,2,9900.0,ML старт + Алгоритмы старт,0.44692737430167595,False
14d8e4987ace,129,2026-08-09 10:56:45,2026-08-09,10,1,6490.0,Аналитика старт,0.27486033519553077,False
f64219e8cbbf,19,2026-08-09 11:01:50,2026-08-09,11,2,9900.0,Алгоритмы старт + Аналитика старт,0.44692737430167595,False
8621f0fc29c1,38,2026-08-09 12:15:31,2026-08-09,12,1,6490.0,Аналитика старт,0.27486033519553077,False
77ef04b04f6f,206,2026-08-09 13:00:12,2026-08-09,13,2,9990.0,Backend старт + Алгоритмы,0.46994469554476287,False
dd647648f2e0,356,2026-08-09 13:48:05,2026-08-09,13,1,6950.0,Backend старт,0.22346368715083798,False
7638efaa86e9,336,2026-08-09 13:48:41,2026-08-09,13,2,9900.0,ML старт + Алгоритмы старт,0.44692737430167595,False
e18756c9f7ab,53,2026-08-09 13:57:35,2026-08-09,13,1,4950.0,ML старт,0.44692737430167595,False
17249db693df,543,2026-08-09 14:01:24,2026-08-09,14,1,4950.0,Алгоритмы старт,0.44692737430167595,False
b01d0cab7bc8,476,2026-08-09 14:14:07,2026-08-09,14,2,8900.0,ML старт + Алгоритмы старт,0.5027932960893855,False
65b9a8e09760,64,2026-08-09 14:45:05,2026-08-09,14,1,4995.0,Алгоритмы,0.49798994974874367,False
dbcce1fcd892,335,2026-08-09 16:07:42,2026-08-09,16,2,9900.0,ML старт + Алгоритмы старт,0.44692737430167595,False
dc1b90c671a4,400,2026-08-09 16:12:09,2026-08-09,16,1,6490.0,Алгоритмы старт,0.27486033519553077,False
4a381e22b1ff,58,2026-08-09 16:12:46,2026-08-09,16,3,16390.0,Backend старт + ML старт + Алгоритмы старт,0.3895720670391062,False
2e4df94aad4b,435,2026-08-09 16:13:53,2026-08-09,16,2,9900.0,Аналитика про + Аналитика старт,0.44692737430167595,False
2d45a71d2d6c,365,2026-08-09 16:15:08,2026-08-09,16,1,6490.0,ML старт,0.27486033519553077,False
7eedd05c7926,286,2026-08-09 16:16:39,2026-08-09,16,1,6490.0,Аналитика старт,0.27486033519553077,False
c6da416a8f8c,96,2026-08-09 16:21:43,2026-08-09,16,1,6490.0,Аналитика старт,0.27486033519553077,False
7eb8565c68a2,321,2026-08-09 16:24:15,2026-08-09,16,1,6490.0,ML старт,0.27486033519553077,False
c4cd6e9b5656,550,2026-08-09 16:24:42,2026-08-09,16,1,5463.34,Алгоритмы старт,0.3895709497206704,False
6a65861be3ce,577,2026-08-09 16:26:30,2026-08-09,16,1,5463.33,Backend старт,0.3895720670391062,False
e8d1eedfde4e,176,2026-08-09 16:29:58,2026-08-09,16,1,6490.0,Алгоритмы,0.34773869346733666,False
04f8d1d8c6a6,331,2026-08-09 16:31:09,2026-08-09,16,2,9990.0,Алгоритмы старт + Аналитика старт,0.4418994413407821,False
ef4beb776ebc,138,2026-08-09 16:33:22,2026-08-09,16,1,6490.0,ML старт,0.27486033519553077,False
b229c1631159,40,2026-08-09 16:36:02,2026-08-09,16,1,6490.0,Аналитика старт,0.27486033519553077,False
a57b453ed785,488,2026-08-09 16:36:09,2026-08-09,16,1,19350.0,Алгоритмы,0.0,False
63aaec394d46,462,2026-08-09 16:45:22,2026-08-09,16,1,500.0,Алгоритмы старт,0.9441340782122905,False
7ed049ce1603,329,2026-08-09 16:51:47,2026-08-09,16,1,6490.0,Алгоритмы старт,0.27486033519553077,False
30d8fbf4e95b,12,2026-08-09 16:52:01,2026-08-09,16,1,6490.0,Backend старт,0.27486033519553077,False
0e33a0889e6a,371,2026-08-09 17:17:09,2026-08-09,17,2,9900.0,ML старт + Алгоритмы старт,0.44692737430167595,False
ffcf217808c4,380,2026-08-09 17:19:11,2026-08-09,17,1,6490.0,ML старт,0.27486033519553077,False
a72536f064e1,184,2026-08-09 17:20:07,2026-08-09,17,1,4950.0,Алгоритмы старт,0.44692737430167595,False
c2f32a8a55ac,470,2026-08-09 17:24:05,2026-08-09,17,2,9900.0,ML старт + Алгоритмы,0.47471996855787313,False
738697eceb2d,319,2026-08-09 17:25:06,2026-08-09,17,1,4950.0,ML старт,0.44692737430167595,False
0fa6a9bdacce,402,2026-08-09 17:25:40,2026-08-09,17,2,9990.0,ML старт + Алгоритмы старт,0.4418994413407821,False
4764a199b372,563,2026-08-09 17:28:24,2026-08-09,17,1,6490.0,Аналитика старт,0.27486033519553077,False
1a5a78d9c3d2,597,2026-08-09 18:00:04,2026-08-09,18,1,5990.0,ML старт,0.3307262569832402,False
a3071f247b8e,589,2026-08-09 18:06:31,2026-08-09,18,1,5990.0,Алгоритмы старт,0.3307262569832402,False
32eed419cb44,65,2026-08-09 18:45:20,2026-08-09,18,1,6490.0,Аналитика старт,0.27486033519553077,False
1c5f5ce0138f,103,2026-08-09 18:46:42,2026-08-09,18,1,6490.0,Аналитика старт,0.27486033519553077,False
f2b5393cb86d,62,2026-08-09 18:47:09,2026-08-09,18,2,9990.0,Backend старт + Алгоритмы старт,0.4418994413407821,False
8e8bcf0ff594,187,2026-08-09 18:48:05,2026-08-09,18,2,8990.0,Алгоритмы старт + Аналитика старт,0.4977653631284916,False
6b829620686f,369,2026-08-09 18:53:23,2026-08-09,18,1,4495.0,Алгоритмы старт,0.4977653631284916,False
d71a329e1d58,282,2026-08-09 18:55:57,2026-08-09,18,1,8745.0,ML про,0.022905027932960897,False
be15c076ccc9,323,2026-08-09 18:56:09,2026-08-09,18,2,9990.0,Backend старт + Алгоритмы,0.46994469554476287,False
8c944e32f8d2,382,2026-08-09 18:58:42,2026-08-09,18,2,8900.0,ML старт + Алгоритмы старт,0.5027932960893855,False
05f6dffe106b,228,2026-08-09 19:02:28,2026-08-09,19,1,6450.0,Data Science,0.07194244604316546,False
42285db4cf11,84,2026-08-09 19:07:32,2026-08-09,19,1,6490.0,Backend старт,0.27486033519553077,False
3449aeb4cda1,374,2026-08-09 19:11:48,2026-08-09,19,1,6450.0,Data Science,0.07194244604316546,False
d84bd0790718,63,2026-08-09 19:29:08,2026-08-09,19,2,12900.0,Data Engenering + Data Science,0.06857991867375662,False
cbb0a360ea70,433,2026-08-09 19:40:37,2026-08-09,19,2,9900.0,ML старт + Алгоритмы старт,0.44692737430167595,False
0b4ff0c8aa33,439,2026-08-09 20:20:29,2026-08-09,20,1,6490.0,Backend старт,0.27486033519553077,False
50e8dfe8601f,223,2026-08-09 20:27:29,2026-08-09,20,1,6490.0,Алгоритмы старт,0.27486033519553077,False
ac45eedd8f05,508,2026-08-09 21:33:27,2026-08-09,21,2,9900.0,Backend старт + Алгоритмы старт,0.44692737430167595,False
6575ba7c7ec0,478,2026-08-10 00:13:55,2026-08-10,0,1,6450.0,Data Engenering,0.06521739130434778,False
c90f6fea4597,57,2026-08-10 00:14:10,2026-08-10,0,1,4950.0,ML старт,0.44692737430167595,False
b1d72510fd42,445,2026-08-10 00:36:19,2026-08-10,0,1,4950.0,Аналитика про,0.44692737430167595,False
088073b452bf,93,2026-08-10 05:56:12,2026-08-10,5,1,6950.0,К ВУЗу,0.0,False
6c1b0d10e0f9,186,2026-08-10 06:13:10,2026-08-10,6,1,4950.0,Алгоритмы старт,0.44692737430167595,False
7165fe089167,544,2026-08-10 06:26:01,2026-08-10,6,1,4995.0,Алгоритмы,0.49798994974874367,False
6cdaf65b47bd,83,2026-08-10 07:52:44,2026-08-10,7,1,6490.0,Аналитика старт,0.27486033519553077,False
56c244f99635,152,2026-08-10 08:42:13,2026-08-10,8,1,6490.0,ML старт,0.27486033519553077,False
9335ed4af47f,446,2026-08-10 09:02:50,2026-08-10,9,1,6950.0,Data Engenering,0.0,False
d059f0dc3426,106,2026-08-10 10:53:02,2026-08-10,10,2,9900.0,Backend старт + Алгоритмы старт,0.44692737430167595,False
3a1c6db16570,158,2026-08-10 12:37:30,2026-08-10,12,2,9400.0,Backend старт + Алгоритмы,0.5012492630751523,False
f87607093221,164,2026-08-10 13:08:15,2026-08-10,13,1,8745.0,ML старт,0.022905027932960897,False
c63c6997320e,500,2026-08-10 13:21:01,2026-08-10,13,1,6490.0,Аналитика старт,0.27486033519553077,False
b7a8de698afc,467,2026-08-10 13:55:50,2026-08-10,13,1,6490.0,Аналитика старт,0.27486033519553077,False
a8f460a4c175,217,2026-08-10 14:24:20,2026-08-10,14,1,6950.0,К ВУЗу,0.0,False
90ab92b59fd4,258,2026-08-10 15:03:03,2026-08-10,15,1,6490.0,Алгоритмы,0.34773869346733666,False
7c24d3e79f9f,408,2026-08-10 15:22:41,2026-08-10,15,1,6490.0,Аналитика старт,0.27486033519553077,False
c80528553626,584,2026-08-10 15:33:39,2026-08-10,15,1,6490.0,Алгоритмы старт,0.27486033519553077,False
c398a246f8b1,519,2026-08-10 16:09:27,2026-08-10,16,3,14850.0,Алгоритмы старт + Аналитика про + Аналитика старт,0.44692737430167595,False
984e0c62a9b7,86,2026-08-10 16:16:30,2026-08-10,16,1,4950.0,Алгоритмы старт,0.44692737430167595,False
cea2fd7d4847,21,2026-08-10 16:29:36,2026-08-10,16,2,9900.0,Алгоритмы старт + Аналитика старт,0.44692737430167595,False
53b7732536b4,16,2026-08-10 16:56:42,2026-08-10,16,2,9900.0,ML старт + Алгоритмы старт,0.44692737430167595,False
cfda06b35575,67,2026-08-10 18:01:06,2026-08-10,18,1,6490.0,Аналитика старт,0.27486033519553077,False
86d551b38de8,498,2026-08-10 18:10:53,2026-08-10,18,2,9000.0,Аналитика про + Аналитика старт,0.4972067039106145,False
6781ef3398a7,52,2026-08-10 18:12:59,2026-08-10,18,1,6450.0,К ВУЗу,0.07194244604316546,False
d3e4ac548f5e,464,2026-08-10 18:30:49,2026-08-10,18,1,4500.0,Аналитика старт,0.4972067039106145,False
3d4b6769f48b,606,2026-08-10 18:36:00,2026-08-10,18,1,6450.0,К ВУЗу,0.07194244604316546,False
ebe4666664ea,546,2026-08-10 19:07:51,2026-08-10,19,1,6490.0,Аналитика старт,0.27486033519553077,False
311fdd972fd5,389,2026-08-10 19:12:23,2026-08-10,19,1,5990.0,Аналитика старт,0.3307262569832402,True
8c7621d69daa,588,2026-08-11 02:43:57,2026-08-11,2,1,6450.0,К ВУЗу,0.07194244604316546,False
a7189aa8449c,173,2026-08-11 07:48:36,2026-08-11,7,2,9900.0,ML старт + Алгоритмы старт,0.44692737430167595,False
dbf5c8668097,417,2026-08-11 10:51:54,2026-08-11,10,1,6950.0,К ВУЗу,0.0,False
f0c7c51d4bbd,281,2026-08-11 12:02:08,2026-08-11,12,1,4950.0,ML старт,0.44692737430167595,False
68f0e05d4c2c,339,2026-08-11 12:22:26,2026-08-11,12,1,6450.0,К ВУЗу,0.07194244604316546,False
25726b8c2beb,82,2026-08-11 12:46:14,2026-08-11,12,2,6490.0,Аналитика про + Аналитика старт,0.6374301675977654,False
cfb14078b5cc,142,2026-08-11 15:49:13,2026-08-11,15,1,6490.0,Аналитика старт,0.27486033519553077,False
4b1cc02ad547,304,2026-08-11 15:52:40,2026-08-11,15,1,6950.0,К ВУЗу,0.0,False
8c7ccb690884,311,2026-08-11 16:15:41,2026-08-11,16,2,9900.0,ML старт + Алгоритмы старт,0.44692737430167595,False
72bee7e6b110,453,2026-08-11 17:07:53,2026-08-11,17,1,4950.0,Алгоритмы старт,0.44692737430167595,False
4e6bbdc4ea45,505,2026-08-11 18:00:05,2026-08-11,18,2,9900.0,ML старт + Алгоритмы старт,0.44692737430167595,False
10f14d640eb4,112,2026-08-11 18:41:42,2026-08-11,18,2,16950.0,ML про + ML старт,0.05307262569832405,False
5ef3e10de019,179,2026-08-12 02:06:02,2026-08-12,2,1,6490.0,Аналитика старт,0.27486033519553077,False
6de3e597a187,537,2026-08-12 04:49:43,2026-08-12,4,2,9900.0,ML старт + Алгоритмы старт,0.44692737430167595,False
e146c95ab0bd,46,2026-08-12 05:13:04,2026-08-12,5,1,6450.0,К ВУЗу,0.07194244604316546,False
ff2c72f90687,260,2026-08-12 05:32:11,2026-08-12,5,2,9900.0,Алгоритмы + Алгоритмы про,0.47471996855787313,False
0ca9bb13e77a,234,2026-08-12 06:04:03,2026-08-12,6,1,4950.0,ML старт,0.44692737430167595,False
4567dc5bfbb8,332,2026-08-12 06:44:05,2026-08-12,6,1,9900.0,ML старт,0.0,False
85a88a278e36,41,2026-08-12 10:22:39,2026-08-12,10,1,6500.0,ML старт,0.2737430167597765,False
cdaa12043d2c,536,2026-08-12 12:22:52,2026-08-12,12,2,16950.0,Аналитика про + Аналитика старт,0.05307262569832405,False
7288e18eea52,460,2026-08-12 13:12:40,2026-08-12,13,1,8745.0,Аналитика старт,0.022905027932960897,False
d3011688db91,388,2026-08-12 13:28:18,2026-08-12,13,1,7000.0,ML старт,0.2178770949720671,False
e80b2a058269,521,2026-08-12 14:21:51,2026-08-12,14,1,6450.0,К ВУЗу,0.07194244604316546,False
745b33be2f31,586,2026-08-12 17:45:53,2026-08-12,17,1,8745.0,Аналитика старт,0.022905027932960897,False
9b2828b9faf0,170,2026-08-12 17:51:00,2026-08-12,17,1,6000.0,ML старт,0.3296089385474861,False
9f5904b4d377,348,2026-08-12 19:17:21,2026-08-12,19,1,6950.0,К ВУЗу,0.0,False
89347375803b,364,2026-08-13 00:01:02,2026-08-13,0,1,8475.0,Аналитика про,0.05307262569832405,False
a7311f8a0efe,66,2026-08-13 05:36:55,2026-08-13,5,1,8745.0,Алгоритмы старт,0.022905027932960897,False
7d13643f11b4,426,2026-08-13 09:26:22,2026-08-13,9,1,6000.0,ML старт,0.3296089385474861,False
84dfe3ed6562,342,2026-08-13 09:48:34,2026-08-13,9,1,9950.0,Теория вероятностей,0.0,False
5b134997e39b,275,2026-08-13 09:51:23,2026-08-13,9,1,8745.0,Алгоритмы старт,0.022905027932960897,False
ced361aa5936,132,2026-08-13 11:39:13,2026-08-13,11,1,8745.0,Аналитика про,0.022905027932960897,False
152ae7b03922,175,2026-08-13 16:14:01,2026-08-13,16,1,9950.0,Теория вероятностей,0.0,False
2616457bc5b5,153,2026-08-13 18:30:59,2026-08-13,18,1,5750.0,Алгоритмы,0.42211055276381915,False
beeb79a23fdc,208,2026-08-13 19:25:17,2026-08-13,19,1,6450.0,К ВУЗу,0.07194244604316546,False
fa65618e6c07,79,2026-08-14 04:09:52,2026-08-14,4,1,9950.0,Теория вероятностей,0.0,False
75431dbc34d7,229,2026-08-14 04:19:44,2026-08-14,4,1,9950.0,Теория вероятностей,0.0,False
b05ea0e6242e,474,2026-08-14 07:16:32,2026-08-14,7,1,6950.0,К ВУЗу,0.0,False
490761863329,45,2026-08-14 10:04:52,2026-08-14,10,1,5750.0,Алгоритмы,0.42211055276381915,False
7306d87be761,442,2026-08-14 11:21:45,2026-08-14,11,1,6950.0,К ВУЗу,0.0,False
5c28e849b7be,316,2026-08-14 12:59:02,2026-08-14,12,1,4495.0,АВ тестам,0.4512269564155781,False
87028ef7c4cd,448,2026-08-14 14:23:30,2026-08-14,14,2,16950.0,ML про + ML старт,0.05307262569832405,False
89df3dca465f,391,2026-08-14 18:55:11,2026-08-14,18,1,8745.0,Алгоритмы старт,0.022905027932960897,False
de3bc65b5b90,420,2026-08-14 20:17:00,2026-08-14,20,1,6950.0,К ВУЗу,0.0,False
79b9a697f06b,276,2026-08-15 12:43:23,2026-08-15,12,2,5750.0,ML старт + Алгоритмы старт,0.6787709497206704,False
57dfc6a3b0df,162,2026-08-15 12:51:04,2026-08-15,12,1,6950.0,К ВУЗу,0.0,False
03500598f008,130,2026-08-15 14:59:16,2026-08-15,14,1,9950.0,Алгоритмы,0.0,False
ea7abeafe96e,482,2026-08-15 16:30:16,2026-08-15,16,2,16950.0,ML старт + Алгоритмы,0.10065691586423742,False
e4eec69d1c33,484,2026-08-15 19:17:47,2026-08-15,19,1,8745.0,Аналитика старт,0.022905027932960897,False
b8ac23207bd7,564,2026-08-16 04:38:14,2026-08-16,4,1,8745.0,Аналитика старт,0.022905027932960897,False
4d166d8307b7,479,2026-08-16 09:40:02,2026-08-16,9,1,8745.0,Аналитика старт,0.022905027932960897,False
c8abc4fc7d5b,441,2026-08-16 09:40:30,2026-08-16,9,1,8745.0,Алгоритмы старт,0.022905027932960897,False
47d0003de47c,133,2026-08-16 09:59:37,2026-08-16,9,2,9900.0,Аналитика про + Аналитика старт,0.44692737430167595,False
1e3ae4291372,143,2026-08-16 13:21:36,2026-08-16,13,1,6950.0,К ВУЗу,0.0,False
75c6ac2dbdb5,361,2026-08-17 10:53:42,2026-08-17,10,2,17490.0,ML старт + Алгоритмы старт,0.022905027932960897,False
7162211cedae,522,2026-08-17 16:24:17,2026-08-17,16,1,6950.0,К ВУЗу,0.0,False
a564cff6a337,562,2026-08-17 22:34:23,2026-08-17,22,1,8745.0,ML старт,0.022905027932960897,False
48684f5ed291,346,2026-08-18 10:15:05,2026-08-18,10,1,8745.0,ML старт,0.022905027932960897,False
787d65da2a0f,477,2026-08-18 15:06:11,2026-08-18,15,1,9450.0,Линейная алгебра,0.05025125628140703,True
5548f550c627,603,2026-08-18 16:34:39,2026-08-18,16,1,8745.0,Аналитика старт,0.022905027932960897,False
dea537f4fda3,75,2026-08-18 18:53:33,2026-08-18,18,2,16950.0,Аналитика про + Аналитика старт,0.05307262569832405,False
ed005d13d2ff,70,2026-08-18 19:10:04,2026-08-18,19,1,8475.0,Аналитика старт,0.05307262569832405,False
2a6784620638,413,2026-08-18 19:40:47,2026-08-18,19,1,8745.0,Аналитика старт,0.022905027932960897,False
add532957457,468,2026-08-19 07:10:12,2026-08-19,7,1,9450.0,Линейная алгебра,0.05025125628140703,False
8d1d7f2e3494,287,2026-08-19 07:46:07,2026-08-19,7,1,6950.0,Data Science,0.0,False
b7cd7e530155,575,2026-08-19 09:21:46,2026-08-19,9,3,24735.0,Алгоритмы старт + Аналитика про + Аналитика старт,0.07877094972067034,False
9abb85284f5f,386,2026-08-19 13:53:46,2026-08-19,13,1,7000.0,Backend про,0.2178770949720671,False
bae9781463e7,592,2026-08-19 20:38:02,2026-08-19,20,1,8245.0,Алгоритмы старт,0.07877094972067034,False
1efbf21bc7fe,351,2026-08-20 11:12:25,2026-08-20,11,1,9450.0,Линейная алгебра,0.05025125628140703,False
e55a66921b58,392,2026-08-20 13:14:17,2026-08-20,13,1,8745.0,Аналитика старт,0.022905027932960897,False
d41a329d6b8c,501,2026-08-20 14:06:32,2026-08-20,14,1,8745.0,ML старт,0.022905027932960897,False
912179fc6728,492,2026-08-20 14:21:52,2026-08-20,14,1,9950.0,Теория вероятностей,0.0,False
8a37a8333a61,146,2026-08-20 16:27:30,2026-08-20,16,1,6950.0,К ВУЗу,0.0,False
63097ad7745a,101,2026-08-20 17:34:00,2026-08-20,17,1,8745.0,Алгоритмы старт,0.022905027932960897,False
605cf3214b1a,199,2026-08-21 09:02:18,2026-08-21,9,1,9950.0,Мат анализ,0.0,False
