origin_date,target_date,horizon,model,actual,predicted,error,abs_error,pct_error
2026-08-17,2026-08-24,7,moving_average,19.0,8.142857142857142,10.857142857142858,10.857142857142858,57.14285714285715
2026-08-17,2026-08-24,7,seasonal_naive,19.0,12.0,7.0,7.0,36.84210526315789
2026-08-18,2026-08-19,1,constant,5.0,14.666666666666666,-9.666666666666666,9.666666666666666,193.33333333333331
2026-08-18,2026-08-19,1,moving_average,5.0,7.285714285714286,-2.2857142857142856,2.2857142857142856,45.714285714285715
2026-08-18,2026-08-19,1,seasonal_naive,5.0,14.0,-9.0,9.0,180.0
2026-08-18,2026-08-20,2,constant,6.0,14.666666666666666,-8.666666666666666,8.666666666666666,144.44444444444443
2026-08-18,2026-08-20,2,moving_average,6.0,7.285714285714286,-1.2857142857142856,1.2857142857142856,21.428571428571427
2026-08-18,2026-08-20,2,seasonal_naive,6.0,14.0,-8.0,8.0,133.33333333333331
2026-08-18,2026-08-21,3,constant,3.0,14.666666666666666,-11.666666666666666,11.666666666666666,388.88888888888886
2026-08-18,2026-08-21,3,moving_average,3.0,7.285714285714286,-4.285714285714286,4.285714285714286,142.85714285714286
2026-08-18,2026-08-21,3,seasonal_naive,3.0,14.0,-11.0,11.0,366.66666666666663
2026-08-18,2026-08-22,4,constant,26.0,14.666666666666666,11.333333333333334,11.333333333333334,43.58974358974359
2026-08-18,2026-08-22,4,moving_average,26.0,7.285714285714286,18.714285714285715,18.714285714285715,71.97802197802197
2026-08-18,2026-08-22,4,seasonal_naive,26.0,14.0,12.0,12.0,46.15384615384615
2026-08-18,2026-08-23,5,constant,39.0,14.666666666666666,24.333333333333336,24.333333333333336,62.393162393162406
2026-08-18,2026-08-23,5,moving_average,39.0,7.285714285714286,31.714285714285715,31.714285714285715,81.31868131868131
2026-08-18,2026-08-23,5,seasonal_naive,39.0,14.0,25.0,25.0,64.1025641025641
2026-08-18,2026-08-24,6,constant,19.0,14.666666666666666,4.333333333333334,4.333333333333334,22.807017543859654
2026-08-18,2026-08-24,6,moving_average,19.0,7.285714285714286,11.714285714285715,11.714285714285715,61.654135338345874
2026-08-18,2026-08-24,6,seasonal_naive,19.0,14.0,5.0,5.0,26.31578947368421
2026-08-18,2026-08-25,7,constant,15.0,14.666666666666666,0.3333333333333339,0.3333333333333339,2.2222222222222263
2026-08-18,2026-08-25,7,moving_average,15.0,7.285714285714286,7.714285714285714,7.714285714285714,51.42857142857144
2026-08-18,2026-08-25,7,seasonal_naive,15.0,14.0,1.0,1.0,6.666666666666667
2026-08-19,2026-08-20,1,constant,6.0,14.0625,-8.0625,8.0625,134.375
2026-08-19,2026-08-20,1,moving_average,6.0,6.0,0.0,0.0,0.0
2026-08-19,2026-08-20,1,seasonal_naive,6.0,9.0,-3.0,3.0,50.0
2026-08-19,2026-08-21,2,constant,3.0,14.0625,-11.0625,11.0625,368.75
2026-08-19,2026-08-21,2,moving_average,3.0,6.0,-3.0,3.0,100.0
2026-08-19,2026-08-21,2,seasonal_naive,3.0,9.0,-6.0,6.0,200.0
2026-08-19,2026-08-22,3,constant,26.0,14.0625,11.9375,11.9375,45.91346153846153
2026-08-19,2026-08-22,3,moving_average,26.0,6.0,20.0,20.0,76.92307692307693
2026-08-19,2026-08-22,3,seasonal_naive,26.0,9.0,17.0,17.0,65.38461538461539
2026-08-19,2026-08-23,4,constant,39.0,14.0625,24.9375,24.9375,63.942307692307686
2026-08-19,2026-08-23,4,moving_average,39.0,6.0,33.0,33.0,84.61538461538461
2026-08-19,2026-08-23,4,seasonal_naive,39.0,9.0,30.0,30.0,76.92307692307693
2026-08-19,2026-08-24,5,constant,19.0,14.0625,4.9375,4.9375,25.986842105263158
2026-08-19,2026-08-24,5,moving_average,19.0,6.0,13.0,13.0,68.42105263157895
2026-08-19,2026-08-24,5,seasonal_naive,19.0,9.0,10.0,10.0,52.63157894736842
2026-08-19,2026-08-25,6,constant,15.0,14.0625,0.9375,0.9375,6.25
2026-08-19,2026-08-25,6,moving_average,15.0,6.0,9.0,9.0,60.0
2026-08-19,2026-08-25,6,seasonal_naive,15.0,9.0,6.0,6.0,40.0
2026-08-19,2026-08-26,7,constant,9.0,14.0625,-5.0625,5.0625,56.25
2026-08-19,2026-08-26,7,moving_average,9.0,6.0,3.0,3.0,33.33333333333333
2026-08-19,2026-08-26,7,seasonal_naive,9.0,9.0,0.0,0.0,0.0
2026-08-20,2026-08-21,1,constant,3.0,13.588235294117647,-10.588235294117647,10.588235294117647,352.94117647058823
2026-08-20,2026-08-21,1,moving_average,3.0,5.571428571428571,-2.571428571428571,2.571428571428571,85.71428571428571
2026-08-20,2026-08-21,1,seasonal_naive,3.0,9.0,-6.0,6.0,200.0
2026-08-20,2026-08-22,2,constant,26.0,13.588235294117647,12.411764705882353,12.411764705882353,47.737556561085974
2026-08-20,2026-08-22,2,moving_average,26.0,5.571428571428571,20.42857142857143,20.42857142857143,78.57142857142858
2026-08-20,2026-08-22,2,seasonal_naive,26.0,9.0,17.0,17.0,65.38461538461539
2026-08-20,2026-08-23,3,constant,39.0,13.588235294117647,25.411764705882355,25.411764705882355,65.15837104072398
2026-08-20,2026-08-23,3,moving_average,39.0,5.571428571428571,33.42857142857143,33.42857142857143,85.71428571428572
2026-08-20,2026-08-23,3,seasonal_naive,39.0,9.0,30.0,30.0,76.92307692307693
2026-08-20,2026-08-24,4,constant,19.0,13.588235294117647,5.411764705882353,5.411764705882353,28.482972136222912
2026-08-20,2026-08-24,4,moving_average,19.0,5.571428571428571,13.428571428571429,13.428571428571429,70.67669172932331
2026-08-20,2026-08-24,4,seasonal_naive,19.0,9.0,10.0,10.0,52.63157894736842
2026-08-20,2026-08-25,5,constant,15.0,13.588235294117647,1.4117647058823533,1.4117647058823533,9.411764705882355
2026-08-20,2026-08-25,5,moving_average,15.0,5.571428571428571,9.428571428571429,9.428571428571429,62.857142857142854
2026-08-20,2026-08-25,5,seasonal_naive,15.0,9.0,6.0,6.0,40.0
2026-08-20,2026-08-26,6,constant,9.0,13.588235294117647,-4.588235294117647,4.588235294117647,50.98039215686274
2026-08-20,2026-08-26,6,moving_average,9.0,5.571428571428571,3.428571428571429,3.428571428571429,38.0952380952381
2026-08-20,2026-08-26,6,seasonal_naive,9.0,9.0,0.0,0.0,0.0
2026-08-20,2026-08-27,7,constant,10.0,13.588235294117647,-3.5882352941176467,3.5882352941176467,35.882352941176464
2026-08-20,2026-08-27,7,moving_average,10.0,5.571428571428571,4.428571428571429,4.428571428571429,44.28571428571429
2026-08-20,2026-08-27,7,seasonal_naive,10.0,9.0,1.0,1.0,10.0
2026-08-21,2026-08-22,1,constant,26.0,13.0,13.0,13.0,50.0
2026-08-21,2026-08-22,1,moving_average,26.0,4.714285714285714,21.285714285714285,21.285714285714285,81.86813186813187
2026-08-21,2026-08-22,1,seasonal_naive,26.0,5.0,21.0,21.0,80.76923076923077
2026-08-21,2026-08-23,2,constant,39.0,13.0,26.0,26.0,66.66666666666666
2026-08-21,2026-08-23,2,moving_average,39.0,4.714285714285714,34.285714285714285,34.285714285714285,87.91208791208791
2026-08-21,2026-08-23,2,seasonal_naive,39.0,5.0,34.0,34.0,87.17948717948718
2026-08-21,2026-08-24,3,constant,19.0,13.0,6.0,6.0,31.57894736842105
2026-08-21,2026-08-24,3,moving_average,19.0,4.714285714285714,14.285714285714285,14.285714285714285,75.18796992481202
2026-08-21,2026-08-24,3,seasonal_naive,19.0,5.0,14.0,14.0,73.68421052631578
2026-08-21,2026-08-25,4,constant,15.0,13.0,2.0,2.0,13.333333333333334
2026-08-21,2026-08-25,4,moving_average,15.0,4.714285714285714,10.285714285714285,10.285714285714285,68.57142857142856
2026-08-21,2026-08-25,4,seasonal_naive,15.0,5.0,10.0,10.0,66.66666666666666
2026-08-21,2026-08-26,5,constant,9.0,13.0,-4.0,4.0,44.44444444444444
2026-08-21,2026-08-26,5,moving_average,9.0,4.714285714285714,4.285714285714286,4.285714285714286,47.61904761904761
2026-08-21,2026-08-26,5,seasonal_naive,9.0,5.0,4.0,4.0,44.44444444444444
2026-08-21,2026-08-27,6,constant,10.0,13.0,-3.0,3.0,30.0
2026-08-21,2026-08-27,6,moving_average,10.0,4.714285714285714,5.285714285714286,5.285714285714286,52.85714285714286
2026-08-21,2026-08-27,6,seasonal_naive,10.0,5.0,5.0,5.0,50.0
2026-08-21,2026-08-28,7,constant,6.0,13.0,-7.0,7.0,116.66666666666667
2026-08-21,2026-08-28,7,moving_average,6.0,4.714285714285714,1.2857142857142856,1.2857142857142856,21.428571428571427
2026-08-21,2026-08-28,7,seasonal_naive,6.0,5.0,1.0,1.0,16.666666666666664
2026-08-22,2026-08-23,1,constant,39.0,13.68421052631579,25.315789473684212,25.315789473684212,64.91228070175438
2026-08-22,2026-08-23,1,moving_average,39.0,7.714285714285714,31.285714285714285,31.285714285714285,80.21978021978022
2026-08-22,2026-08-23,1,seasonal_naive,39.0,5.0,34.0,34.0,87.17948717948718
2026-08-22,2026-08-24,2,constant,19.0,13.68421052631579,5.315789473684211,5.315789473684211,27.977839335180054
2026-08-22,2026-08-24,2,moving_average,19.0,7.714285714285714,11.285714285714285,11.285714285714285,59.398496240601496
2026-08-22,2026-08-24,2,seasonal_naive,19.0,5.0,14.0,14.0,73.68421052631578
2026-08-22,2026-08-25,3,constant,15.0,13.68421052631579,1.3157894736842106,1.3157894736842106,8.771929824561404
2026-08-22,2026-08-25,3,moving_average,15.0,7.714285714285714,7.285714285714286,7.285714285714286,48.57142857142857
2026-08-22,2026-08-25,3,seasonal_naive,15.0,5.0,10.0,10.0,66.66666666666666
2026-08-22,2026-08-26,4,constant,9.0,13.68421052631579,-4.684210526315789,4.684210526315789,52.046783625730995
2026-08-22,2026-08-26,4,moving_average,9.0,7.714285714285714,1.2857142857142856,1.2857142857142856,14.285714285714285
2026-08-22,2026-08-26,4,seasonal_naive,9.0,5.0,4.0,4.0,44.44444444444444
2026-08-22,2026-08-27,5,constant,10.0,13.68421052631579,-3.6842105263157894,3.6842105263157894,36.84210526315789
2026-08-22,2026-08-27,5,moving_average,10.0,7.714285714285714,2.2857142857142856,2.2857142857142856,22.857142857142858
2026-08-22,2026-08-27,5,seasonal_naive,10.0,5.0,5.0,5.0,50.0
2026-08-22,2026-08-28,6,constant,6.0,13.68421052631579,-7.684210526315789,7.684210526315789,128.0701754385965
2026-08-22,2026-08-28,6,moving_average,6.0,7.714285714285714,-1.7142857142857144,1.7142857142857144,28.571428571428577
2026-08-22,2026-08-28,6,seasonal_naive,6.0,5.0,1.0,1.0,16.666666666666664
2026-08-22,2026-08-29,7,constant,10.0,13.68421052631579,-3.6842105263157894,3.6842105263157894,36.84210526315789
2026-08-22,2026-08-29,7,moving_average,10.0,7.714285714285714,2.2857142857142856,2.2857142857142856,22.857142857142858
2026-08-22,2026-08-29,7,seasonal_naive,10.0,5.0,5.0,5.0,50.0
2026-08-23,2026-08-24,1,constant,19.0,14.95,4.050000000000001,4.050000000000001,21.315789473684212
2026-08-23,2026-08-24,1,moving_average,19.0,12.571428571428571,6.428571428571429,6.428571428571429,33.83458646616542
2026-08-23,2026-08-24,1,seasonal_naive,19.0,3.0,16.0,16.0,84.21052631578947
2026-08-23,2026-08-25,2,constant,15.0,14.95,0.05000000000000071,0.05000000000000071,0.3333333333333381
2026-08-23,2026-08-25,2,moving_average,15.0,12.571428571428571,2.428571428571429,2.428571428571429,16.19047619047619
2026-08-23,2026-08-25,2,seasonal_naive,15.0,3.0,12.0,12.0,80.0
2026-08-23,2026-08-26,3,constant,9.0,14.95,-5.949999999999999,5.949999999999999,66.1111111111111
2026-08-23,2026-08-26,3,moving_average,9.0,12.571428571428571,-3.571428571428571,3.571428571428571,39.682539682539684
2026-08-23,2026-08-26,3,seasonal_naive,9.0,3.0,6.0,6.0,66.66666666666666
2026-08-23,2026-08-27,4,constant,10.0,14.95,-4.949999999999999,4.949999999999999,49.49999999999999
2026-08-23,2026-08-27,4,moving_average,10.0,12.571428571428571,-2.571428571428571,2.571428571428571,25.71428571428571
2026-08-23,2026-08-27,4,seasonal_naive,10.0,3.0,7.0,7.0,70.0
2026-08-23,2026-08-28,5,constant,6.0,14.95,-8.95,8.95,149.16666666666666
2026-08-23,2026-08-28,5,moving_average,6.0,12.571428571428571,-6.571428571428571,6.571428571428571,109.52380952380952
2026-08-23,2026-08-28,5,seasonal_naive,6.0,3.0,3.0,3.0,50.0
2026-08-23,2026-08-29,6,constant,10.0,14.95,-4.949999999999999,4.949999999999999,49.49999999999999
2026-08-23,2026-08-29,6,moving_average,10.0,12.571428571428571,-2.571428571428571,2.571428571428571,25.71428571428571
2026-08-23,2026-08-29,6,seasonal_naive,10.0,3.0,7.0,7.0,70.0
2026-08-23,2026-08-30,7,constant,19.0,14.95,4.050000000000001,4.050000000000001,21.315789473684212
2026-08-23,2026-08-30,7,moving_average,19.0,12.571428571428571,6.428571428571429,6.428571428571429,33.83458646616542
2026-08-23,2026-08-30,7,seasonal_naive,19.0,3.0,16.0,16.0,84.21052631578947
2026-08-24,2026-08-25,1,constant,15.0,15.142857142857142,-0.14285714285714235,0.14285714285714235,0.952380952380949
2026-08-24,2026-08-25,1,moving_average,15.0,14.857142857142858,0.14285714285714235,0.14285714285714235,0.952380952380949
2026-08-24,2026-08-25,1,seasonal_naive,15.0,6.0,9.0,9.0,60.0
2026-08-24,2026-08-26,2,constant,9.0,15.142857142857142,-6.142857142857142,6.142857142857142,68.25396825396824
2026-08-24,2026-08-26,2,moving_average,9.0,14.857142857142858,-5.857142857142858,5.857142857142858,65.07936507936508
2026-08-24,2026-08-26,2,seasonal_naive,9.0,6.0,3.0,3.0,33.33333333333333
2026-08-24,2026-08-27,3,constant,10.0,15.142857142857142,-5.142857142857142,5.142857142857142,51.42857142857142
2026-08-24,2026-08-27,3,moving_average,10.0,14.857142857142858,-4.857142857142858,4.857142857142858,48.57142857142858
2026-08-24,2026-08-27,3,seasonal_naive,10.0,6.0,4.0,4.0,40.0
2026-08-24,2026-08-28,4,constant,6.0,15.142857142857142,-9.142857142857142,9.142857142857142,152.38095238095238
2026-08-24,2026-08-28,4,moving_average,6.0,14.857142857142858,-8.857142857142858,8.857142857142858,147.61904761904762
2026-08-24,2026-08-28,4,seasonal_naive,6.0,6.0,0.0,0.0,0.0
2026-08-24,2026-08-29,5,constant,10.0,15.142857142857142,-5.142857142857142,5.142857142857142,51.42857142857142
2026-08-24,2026-08-29,5,moving_average,10.0,14.857142857142858,-4.857142857142858,4.857142857142858,48.57142857142858
2026-08-24,2026-08-29,5,seasonal_naive,10.0,6.0,4.0,4.0,40.0
2026-08-24,2026-08-30,6,constant,19.0,15.142857142857142,3.8571428571428577,3.8571428571428577,20.30075187969925
2026-08-24,2026-08-30,6,moving_average,19.0,14.857142857142858,4.142857142857142,4.142857142857142,21.804511278195484
2026-08-24,2026-08-30,6,seasonal_naive,19.0,6.0,13.0,13.0,68.42105263157895
2026-08-24,2026-08-31,7,constant,19.0,15.142857142857142,3.8571428571428577,3.8571428571428577,20.30075187969925
2026-08-24,2026-08-31,7,moving_average,19.0,14.857142857142858,4.142857142857142,4.142857142857142,21.804511278195484
2026-08-24,2026-08-31,7,seasonal_naive,19.0,6.0,13.0,13.0,68.42105263157895
2026-08-25,2026-08-26,1,constant,9.0,15.136363636363637,-6.136363636363637,6.136363636363637,68.18181818181819
2026-08-25,2026-08-26,1,moving_average,9.0,16.142857142857142,-7.142857142857142,7.142857142857142,79.36507936507937
2026-08-25,2026-08-26,1,seasonal_naive,9.0,5.0,4.0,4.0,44.44444444444444
2026-08-25,2026-08-27,2,constant,10.0,15.136363636363637,-5.136363636363637,5.136363636363637,51.36363636363637
2026-08-25,2026-08-27,2,moving_average,10.0,16.142857142857142,-6.142857142857142,6.142857142857142,61.42857142857142
2026-08-25,2026-08-27,2,seasonal_naive,10.0,5.0,5.0,5.0,50.0
2026-08-25,2026-08-28,3,constant,6.0,15.136363636363637,-9.136363636363637,9.136363636363637,152.27272727272728
2026-08-25,2026-08-28,3,moving_average,6.0,16.142857142857142,-10.142857142857142,10.142857142857142,169.04761904761904
2026-08-25,2026-08-28,3,seasonal_naive,6.0,5.0,1.0,1.0,16.666666666666664
2026-08-25,2026-08-29,4,constant,10.0,15.136363636363637,-5.136363636363637,5.136363636363637,51.36363636363637
2026-08-25,2026-08-29,4,moving_average,10.0,16.142857142857142,-6.142857142857142,6.142857142857142,61.42857142857142
2026-08-25,2026-08-29,4,seasonal_naive,10.0,5.0,5.0,5.0,50.0
2026-08-25,2026-08-30,5,constant,19.0,15.136363636363637,3.8636363636363633,3.8636363636363633,20.33492822966507
2026-08-25,2026-08-30,5,moving_average,19.0,16.142857142857142,2.8571428571428577,2.8571428571428577,15.037593984962408
2026-08-25,2026-08-30,5,seasonal_naive,19.0,5.0,14.0,14.0,73.68421052631578
2026-08-25,2026-08-31,6,constant,19.0,15.136363636363637,3.8636363636363633,3.8636363636363633,20.33492822966507
2026-08-25,2026-08-31,6,moving_average,19.0,16.142857142857142,2.8571428571428577,2.8571428571428577,15.037593984962408
2026-08-25,2026-08-31,6,seasonal_naive,19.0,5.0,14.0,14.0,73.68421052631578
2026-08-25,2026-09-01,7,constant,19.0,15.136363636363637,3.8636363636363633,3.8636363636363633,20.33492822966507
2026-08-25,2026-09-01,7,moving_average,19.0,16.142857142857142,2.8571428571428577,2.8571428571428577,15.037593984962408
2026-08-25,2026-09-01,7,seasonal_naive,19.0,5.0,14.0,14.0,73.68421052631578
2026-08-26,2026-08-27,1,constant,10.0,14.869565217391305,-4.869565217391305,4.869565217391305,48.69565217391305
2026-08-26,2026-08-27,1,moving_average,10.0,16.714285714285715,-6.714285714285715,6.714285714285715,67.14285714285715
2026-08-26,2026-08-27,1,seasonal_naive,10.0,6.0,4.0,4.0,40.0
2026-08-26,2026-08-28,2,constant,6.0,14.869565217391305,-8.869565217391305,8.869565217391305,147.82608695652175
2026-08-26,2026-08-28,2,moving_average,6.0,16.714285714285715,-10.714285714285715,10.714285714285715,178.57142857142858
2026-08-26,2026-08-28,2,seasonal_naive,6.0,6.0,0.0,0.0,0.0
2026-08-26,2026-08-29,3,constant,10.0,14.869565217391305,-4.869565217391305,4.869565217391305,48.69565217391305
2026-08-26,2026-08-29,3,moving_average,10.0,16.714285714285715,-6.714285714285715,6.714285714285715,67.14285714285715
2026-08-26,2026-08-29,3,seasonal_naive,10.0,6.0,4.0,4.0,40.0
2026-08-26,2026-08-30,4,constant,19.0,14.869565217391305,4.130434782608695,4.130434782608695,21.73913043478261
2026-08-26,2026-08-30,4,moving_average,19.0,16.714285714285715,2.2857142857142847,2.2857142857142847,12.03007518796992
2026-08-26,2026-08-30,4,seasonal_naive,19.0,6.0,13.0,13.0,68.42105263157895
2026-08-26,2026-08-31,5,constant,19.0,14.869565217391305,4.130434782608695,4.130434782608695,21.73913043478261
2026-08-26,2026-08-31,5,moving_average,19.0,16.714285714285715,2.2857142857142847,2.2857142857142847,12.03007518796992
2026-08-26,2026-08-31,5,seasonal_naive,19.0,6.0,13.0,13.0,68.42105263157895
2026-08-26,2026-09-01,6,constant,19.0,14.869565217391305,4.130434782608695,4.130434782608695,21.73913043478261
2026-08-26,2026-09-01,6,moving_average,19.0,16.714285714285715,2.2857142857142847,2.2857142857142847,12.03007518796992
2026-08-26,2026-09-01,6,seasonal_naive,19.0,6.0,13.0,13.0,68.42105263157895
2026-08-26,2026-09-02,7,constant,23.0,14.869565217391305,8.130434782608695,8.130434782608695,35.34971644612476
2026-08-26,2026-09-02,7,moving_average,23.0,16.714285714285715,6.285714285714285,6.285714285714285,27.329192546583847
2026-08-26,2026-09-02,7,seasonal_naive,23.0,6.0,17.0,17.0,73.91304347826086
2026-08-27,2026-08-28,1,constant,6.0,14.666666666666666,-8.666666666666666,8.666666666666666,144.44444444444443
2026-08-27,2026-08-28,1,moving_average,6.0,17.285714285714285,-11.285714285714285,11.285714285714285,188.09523809523807
2026-08-27,2026-08-28,1,seasonal_naive,6.0,3.0,3.0,3.0,50.0
2026-08-27,2026-08-29,2,constant,10.0,14.666666666666666,-4.666666666666666,4.666666666666666,46.666666666666664
2026-08-27,2026-08-29,2,moving_average,10.0,17.285714285714285,-7.285714285714285,7.285714285714285,72.85714285714285
2026-08-27,2026-08-29,2,seasonal_naive,10.0,3.0,7.0,7.0,70.0
2026-08-27,2026-08-30,3,constant,19.0,14.666666666666666,4.333333333333334,4.333333333333334,22.807017543859654
2026-08-27,2026-08-30,3,moving_average,19.0,17.285714285714285,1.7142857142857153,1.7142857142857153,9.02255639097745
2026-08-27,2026-08-30,3,seasonal_naive,19.0,3.0,16.0,16.0,84.21052631578947
2026-08-27,2026-08-31,4,constant,19.0,14.666666666666666,4.333333333333334,4.333333333333334,22.807017543859654
2026-08-27,2026-08-31,4,moving_average,19.0,17.285714285714285,1.7142857142857153,1.7142857142857153,9.02255639097745
2026-08-27,2026-08-31,4,seasonal_naive,19.0,3.0,16.0,16.0,84.21052631578947
2026-08-27,2026-09-01,5,constant,19.0,14.666666666666666,4.333333333333334,4.333333333333334,22.807017543859654
2026-08-27,2026-09-01,5,moving_average,19.0,17.285714285714285,1.7142857142857153,1.7142857142857153,9.02255639097745
2026-08-27,2026-09-01,5,seasonal_naive,19.0,3.0,16.0,16.0,84.21052631578947
2026-08-27,2026-09-02,6,constant,23.0,14.666666666666666,8.333333333333334,8.333333333333334,36.231884057971016
2026-08-27,2026-09-02,6,moving_average,23.0,17.285714285714285,5.714285714285715,5.714285714285715,24.844720496894414
2026-08-27,2026-09-02,6,seasonal_naive,23.0,3.0,20.0,20.0,86.95652173913044
2026-08-27,2026-09-03,7,constant,20.0,14.666666666666666,5.333333333333334,5.333333333333334,26.66666666666667
2026-08-27,2026-09-03,7,moving_average,20.0,17.285714285714285,2.7142857142857153,2.7142857142857153,13.571428571428577
2026-08-27,2026-09-03,7,seasonal_naive,20.0,3.0,17.0,17.0,85.0
2026-08-28,2026-08-29,1,constant,10.0,14.32,-4.32,4.32,43.2
2026-08-28,2026-08-29,1,moving_average,10.0,17.714285714285715,-7.714285714285715,7.714285714285715,77.14285714285715
2026-08-28,2026-08-29,1,seasonal_naive,10.0,26.0,-16.0,16.0,160.0
2026-08-28,2026-08-30,2,constant,19.0,14.32,4.68,4.68,24.631578947368418
2026-08-28,2026-08-30,2,moving_average,19.0,17.714285714285715,1.2857142857142847,1.2857142857142847,6.766917293233076
2026-08-28,2026-08-30,2,seasonal_naive,19.0,26.0,-7.0,7.0,36.84210526315789
2026-08-28,2026-08-31,3,constant,19.0,14.32,4.68,4.68,24.631578947368418
2026-08-28,2026-08-31,3,moving_average,19.0,17.714285714285715,1.2857142857142847,1.2857142857142847,6.766917293233076
2026-08-28,2026-08-31,3,seasonal_naive,19.0,26.0,-7.0,7.0,36.84210526315789
2026-08-28,2026-09-01,4,constant,19.0,14.32,4.68,4.68,24.631578947368418
2026-08-28,2026-09-01,4,moving_average,19.0,17.714285714285715,1.2857142857142847,1.2857142857142847,6.766917293233076
2026-08-28,2026-09-01,4,seasonal_naive,19.0,26.0,-7.0,7.0,36.84210526315789
2026-08-28,2026-09-02,5,constant,23.0,14.32,8.68,8.68,37.73913043478261
2026-08-28,2026-09-02,5,moving_average,23.0,17.714285714285715,5.285714285714285,5.285714285714285,22.981366459627324
2026-08-28,2026-09-02,5,seasonal_naive,23.0,26.0,-3.0,3.0,13.043478260869565
2026-08-28,2026-09-03,6,constant,20.0,14.32,5.68,5.68,28.4
2026-08-28,2026-09-03,6,moving_average,20.0,17.714285714285715,2.2857142857142847,2.2857142857142847,11.428571428571423
2026-08-28,2026-09-03,6,seasonal_naive,20.0,26.0,-6.0,6.0,30.0
2026-08-28,2026-09-04,7,constant,26.0,14.32,11.68,11.68,44.92307692307692
2026-08-28,2026-09-04,7,moving_average,26.0,17.714285714285715,8.285714285714285,8.285714285714285,31.868131868131865
2026-08-28,2026-09-04,7,seasonal_naive,26.0,26.0,0.0,0.0,0.0
2026-08-29,2026-08-30,1,constant,19.0,14.153846153846153,4.846153846153847,4.846153846153847,25.506072874493928
2026-08-29,2026-08-30,1,moving_average,19.0,15.428571428571429,3.571428571428571,3.571428571428571,18.796992481203006
2026-08-29,2026-08-30,1,seasonal_naive,19.0,39.0,-20.0,20.0,105.26315789473684
2026-08-29,2026-08-31,2,constant,19.0,14.153846153846153,4.846153846153847,4.846153846153847,25.506072874493928
2026-08-29,2026-08-31,2,moving_average,19.0,15.428571428571429,3.571428571428571,3.571428571428571,18.796992481203006
2026-08-29,2026-08-31,2,seasonal_naive,19.0,39.0,-20.0,20.0,105.26315789473684
2026-08-29,2026-09-01,3,constant,19.0,14.153846153846153,4.846153846153847,4.846153846153847,25.506072874493928
2026-08-29,2026-09-01,3,moving_average,19.0,15.428571428571429,3.571428571428571,3.571428571428571,18.796992481203006
2026-08-29,2026-09-01,3,seasonal_naive,19.0,39.0,-20.0,20.0,105.26315789473684
2026-08-29,2026-09-02,4,constant,23.0,14.153846153846153,8.846153846153847,8.846153846153847,38.46153846153847
2026-08-29,2026-09-02,4,moving_average,23.0,15.428571428571429,7.571428571428571,7.571428571428571,32.91925465838509
2026-08-29,2026-09-02,4,seasonal_naive,23.0,39.0,-16.0,16.0,69.56521739130434
2026-08-29,2026-09-03,5,constant,20.0,14.153846153846153,5.846153846153847,5.846153846153847,29.230769230769234
2026-08-29,2026-09-03,5,moving_average,20.0,15.428571428571429,4.571428571428571,4.571428571428571,22.857142857142858
2026-08-29,2026-09-03,5,seasonal_naive,20.0,39.0,-19.0,19.0,95.0
2026-08-29,2026-09-04,6,constant,26.0,14.153846153846153,11.846153846153847,11.846153846153847,45.562130177514796
